Region;Filial;Mencion;Negativo;Neutral;Positivo;Territorio_comunicacion
Caribe;AFINIA;@sicsuper @petrogustavo @AfiniaGrupoEPM @macdonal5 @MiserqueAbel @jairodurann @AlexFlorezH @Superservicios ya el 21 de marzo Les mandé por correo certificado 472 los atropello de esta empresa Atracadora, ahora coasiona a nuestro Conjunto quitando la luz, y poniendo a firmas para q les vuelvan a colocar la luz y a la vez toman esas firmas,para...;1;;;No asignado
Caribe;AFINIA;@Sergioj22S @lafm @FicoGutierrez Oye imbécil ,no es medellín dónde los apaga ,es en la costa q es donde opera @AfiniaGrupoEPM filial de @EPMestamosahi ,osino averigue q hace con sectores en Valledupar por ejemplo ,busque noticias, lea, indague!;2;;;No asignado
Caribe;AFINIA;@SebasEstradaR El nefasto legado de @quinterocalle sigue afectando a @EPMestamosahi y es hora de salir de ese turbio negocio de @AfiniaGrupoEPM @SinproColombia @FicoGutierrez @ConcejoMedellin @CGR_Colombia;1;;;No asignado
Caribe;AFINIA;"@SebasEstradaR @EPMestamosahi Ya para rematar la cultura de pago en esa región no es que sea la mejor.
Reply to @SebasEstradaR: :rotating_light:Afinia pasó a ser un problema de tamaño mayor para @EPMestamosahi. La compañía pública, propiedad de los medellinenses, está asumiendo una carga económica gigantesca, que impacta directamente a la casa matriz y las transferencia al distrito de Medellín.";1;;;No asignado
Caribe;AFINIA;"@SebasEstradaR @EPMestamosahi Un mal negocio y lo peor lo integraron al conglomerado....
Reply to @SebasEstradaR: :rotating_light:Afinia pasó a ser un problema de tamaño mayor para @EPMestamosahi. La compañía pública, propiedad de los medellinenses, está asumiendo una carga económica gigantesca, que impacta directamente a la casa matriz y las transferencia al distrito de Medellín.";1;;;No asignado
Caribe;AFINIA;"@SebasEstradaR @EPMestamosahi Muchas gracias @QuinteroCalle https://www.elcolombiano.com/medellin/afinia-presunta-venta-gerencia-daniel-quintero-MB24430509
Reply to @SebasEstradaR: :rotating_light:Afinia pasó a ser un problema de tamaño mayor para @EPMestamosahi. La compañía pública, propiedad de los medellinenses, está asumiendo una carga económica gigantesca, que impacta directamente a la casa matriz y las transferencia al distrito de Medellín.";1;;;No asignado
Caribe;AFINIA;"@SebasEstradaR @EPMestamosahi Lo advirtieron personas de mucho calado argumental y lo dijimos: nacía un problema enorme: pasivos, cultura de no pago, asonadas y politiquería pura y dura...«¡farewell!»
Reply to @SebasEstradaR: :rotating_light:Afinia pasó a ser un problema de tamaño mayor para @EPMestamosahi. La compañía pública, propiedad de los medellinenses, está asumiendo una carga económica gigantesca, que impacta directamente a la casa matriz y las transferencia al distrito de Medellín.";1;;;No asignado
Caribe;AFINIA;"@SebasEstradaR @EPMestamosahi Legado de Pinturita :face_with_symbols_on_mouth:
Reply to @SebasEstradaR: :rotating_light:Afinia pasó a ser un problema de tamaño mayor para @EPMestamosahi. La compañía pública, propiedad de los medellinenses, está asumiendo una carga económica gigantesca, que impacta directamente a la casa matriz y las transferencia al distrito de Medellín.";1;;;No asignado
Caribe;AFINIA;"@SebasEstradaR @EPMestamosahi EPM tiene que tomar decisiones contundentes, que piensa hacer? Rogarle a Petro que pague, eso no va a pasar
Reply to @SebasEstradaR: :rotating_light:Afinia pasó a ser un problema de tamaño mayor para @EPMestamosahi. La compañía pública, propiedad de los medellinenses, está asumiendo una carga económica gigantesca, que impacta directamente a la casa matriz y las transferencia al distrito de Medellín.";1;;;No asignado
Caribe;AFINIA;"@SebasEstradaR @EPMestamosahi Epm no debe invertir en regiones donde impera la cultura del no pago y además el fraude con los servicios públicos. Estaban advertidos
Reply to @SebasEstradaR: :rotating_light:Afinia pasó a ser un problema de tamaño mayor para @EPMestamosahi. La compañía pública, propiedad de los medellinenses, está asumiendo una carga económica gigantesca, que impacta directamente a la casa matriz y las transferencia al distrito de Medellín.";1;;;No asignado
Caribe;AFINIA;"@SebasEstradaR @EPMestamosahi @PauAguinaga se opuso desde el Concejo a la compra de Afinia por parte de @EPMestamosahi y ha demostrado en múltiples espacios el mal negocio que es Afinia para la ciudad, pero el debate técnico que proponía fue opacado por interés políticos a los que no les convenía el debate.
Reply to @SebasEstradaR: :rotating_light:Afinia pasó a ser un problema de tamaño mayor para @EPMestamosahi. La compañía pública, propiedad de los medellinenses, está asumiendo una carga económica gigantesca, que impacta directamente a la casa matriz y las transferencia al distrito de Medellín.";1;;;No asignado
Caribe;AFINIA;@SachaVision @petrogustavo los terrorista de @AfiniaGrupoEPM aterrorizan la agroindustria en Los Montes de María;1;;;No asignado
Caribe;AFINIA;@RosmiraLeo84359 Alcaldes tan ineptos los de la región Caribe q no hacen ni mierda contra esa Banda Criminal @AfiniaGrupoEPM ni una queja por el servicio de mierda q presta esa Basura de empresa que la Banda de forajidos @EPMestamosahi nos trajo pa atracarnos y dañarnos artefactos y bienes;1;;;Calidad del servicio
Caribe;AFINIA;@revistagrama @ErnestoOrozcoD @AlejandroChar @AlexandraPinor @angelicaolarteb @Areandina @gelcagutierrez @CCSILVA86 @CCVALLEDUPAR @JMLinaresDLTD @AlcaldiaVpar @AlTopeyPunto198 @CarlosFGalan @jolurma57 @OficinasVerdes @castilla1275 @AfiniaGrupoEPM @acmineriacol @elviamilenasd @DrummondLtdCo @AlvaroUribeVel @PalomaValenciaL @petrogustavo #SEPALO |...;;1;;No asignado
Caribe;AFINIA;@revistagrama @AlianzaFc_ofic @angelicaolarteb @JMLinaresDLTD @jolurma57 @AlcaldiaVpar @CCSILVA86 @CCVALLEDUPAR @Bogota @ArielAnaliza @Areandina @ErnestoOrozcoD @Eliecersalazarl @ElmerJimenezS @AlexandraPinor @petrogustavo @fifaworldcup_es @AfiniaGrupoEPM @AlejandroChar @elviamilenasd @aralfa21 @gelcagutierrez @cmgnecco @petraromero27...;;1;;No asignado
Caribe;AFINIA;@revistagrama @AlianzaFc_ofic @angelicaolarteb @JMLinaresDLTD @jolurma57 @AlcaldiaVpar @CCSILVA86 @CCVALLEDUPAR @Bogota @ArielAnaliza @Areandina @ErnestoOrozcoD @Eliecersalazarl @ElmerJimenezS @AlexandraPinor @petrogustavo @fifaworldcup_es @AfiniaGrupoEPM @AlejandroChar @elviamilenasd @aralfa21 @gelcagutierrez #SEPALO | de la mañana, los notarios...;;1;;No asignado
Caribe;AFINIA;@revistagrama @AlianzaFc_ofic @angelicaolarteb @JMLinaresDLTD @jolurma57 @AlcaldiaVpar @CCSILVA86 @CCVALLEDUPAR @Bogota @ArielAnaliza @Areandina @ErnestoOrozcoD @Eliecersalazarl @ElmerJimenezS @AlexandraPinor @petrogustavo @fifaworldcup_es @AfiniaGrupoEPM @AlejandroChar #SEPALO | en el seno directivo. Ligia Gutiérrez explica que, “Dentro de las...;;1;;No asignado
Caribe;AFINIA;@RestrepoGutiM @alejodebedout @elcolombiano @petrogustavo Mauricio usted siendo ex gerente de epm se atreve a decir esas locuras. Los ingresos por el componente d generación de epm han llegado a sus máximos históricos. Entonces porq no invierten en su filial @AfiniaGrupoEPM ? El gerente q acaba de renunciar dejó los indicadores muy mal;1;;;No asignado
Caribe;AFINIA;@rcnradio @FicoGutierrez siendo presidente de la junta directiva de @EPMestamosahi dejó apagar la costa. @SinproColombia no dicen nada? @AfiniaGrupoEPM le quedó grande el servicio en la costa caribe?;1;;;Calidad del servicio
Caribe;AFINIA;@petrogustavo Y para cuándo Afinia en el Cesar, son unos ladrones, a los vallenatos nos toca escoger entre pagar el recibo de la luz o comer, ayuda, ayuda, S.OS por favor termine con esa partida de ladrones, saquelos del país;1;;;No asignado
Caribe;AFINIA;"@petrogustavo Y cuando le pagas a EPM y AFINIA xr concepto d servicios públicos  xa ls estratos 1,2 y 3? @FicoGutierrez @AfiniaGrupoEPM @alcaldiabquilla @AlcaldiadeMed @ABDELAESPRIELLA @PaolaHolguin @VickyDavilaH @RevistaSemana @EPMestamosahi
Reply to @petrogustavo: He terminado mi discurso en Barranquilla. El trabajo de la creg y del ministro de energía para expedir el nuevo marco tarifario ha terminado para bajar sustancialmente el precio de la energía eléctrica en Colombia

La empresa de la bolsa de energía eléctrica XN, no ha introducido…";;1;;Calidad del servicio
Caribe;AFINIA;@petrogustavo Le comento que AFINIA no ha acatado la orden de rebajar las tarifas, acá en la costa caribe. Siguen con sus facturas bien costosa.;1;;;No asignado
Caribe;AFINIA;@petrogustavo Excelente y AFINIA que es una empresa que roba de lo lindo;1;;;No asignado
Caribe;AFINIA;@petrogustavo Afinia nos roba en Cartagena con sus tarifas eléctrica.;1;;;No asignado
Caribe;AFINIA;@petrogustavo A mí no me congelaron nada, mi recibo venía igual, después del cambio de electricaribe por afinia EPM, el recibo empezó a subir de 20 en 30 mil mensual . Pase de pagar en promedio 70 mil, hasta el día de hoy que me llega de 350 a 400 mil pesos. Toman la lectura estimada.;1;;;No asignado
Caribe;AFINIA;@petrogustavo @MeDicenWally @LevyRincon, los trabajadores de Afinia en pie de lucha por la defensa de los derechos laborales. Sintraelecol Córdoba presente. @consultapopular https://t.co/iPDaMeAinb;;;1;No asignado
Caribe;AFINIA;@petrogustavo @elcolombiano El dinero ya lo pago la póliza como siempre diciendo estupideces, antes de proponer los paneles solares para los estratos 1,2,3 paga lo que debes a EPM y a Afinia. El gas viaja por gasoductos no por líneas de transmisión para que no sigas diciendo estupideces.;1;;;No asignado
Caribe;AFINIA;"@PaoHerreraC Esperemos que @EPMestamosahi vea eso y salga de @AfiniaGrupoEPM que es como perfumar un bollo.
Reply to @PaoHerreraC: Atención: Superservicios toma posesión de la empresa Air-e con fines liquidatorios.

La decisión se da tras conocer la compleja situación financiera y operativa de la empresa. Además, incluye una etapa de administración temporal que tiene como objetivo tomar las medidas…";1;;;Calidad del servicio
Caribe;AFINIA;@PalmaEdwin @petrogustavo Las Subdirectivas Sintraelecol AFINIA en pie de lucha... https://t.co/61H6xDQBpL;;;1;No asignado
Caribe;AFINIA;@PabloC10690 @AfiniaGrupoEPM @Superservicios @petrogustavo @fabioaminsaleme @MinEnergiaCo @MarcosDanielPG @wmanzur @davidbarguil @AntonioJCorreaJ @AnaPaolaGarciaU @kerguelenhugo @EdgardoEspitia LITERALMENTE PRÁCTICAMENTE ASÍ TODOS LOS CONGRESISTAS DE ESA ÉPOCA Y MÁS NA’;1;;;No asignado
Caribe;AFINIA;@NoVive_Socialis Perdón? En Colombia casi no se ve, bueno dónde epm tiene cobertura afinia es otra cosa;;1;;No asignado
Caribe;AFINIA;@Nortevision Esa es la herencia maldita que implantaron los conservadores David Barguil @davidbarguil @MarcosDanielPG y su negocio de @AfiniaGrupoEPM de @EPMestamosahi;1;;;No asignado
Caribe;AFINIA;@mlcorreagu @alejodebedout Pregúntale a chat GPT cuando se constituyó caribe mar de la costa, acuérdate que AFINIA es el nombre que le puso epm después. Pero no se llama así.;;1;;No asignado
Caribe;AFINIA;@mlcorreagu @alejodebedout Mary tengo entendido que fue durante la presidencial de la junta directiva de epm de Federico Gutiérrez. Esa junta tomó la decisión de comprar AFINIA. https://t.co/5lSFrr3Ac2;;1;;No asignado
Caribe;AFINIA;@mlcorreagu @alejodebedout Mary te envío la información oficial que está en la misma página de epm. https://t.co/oE1nqfhXc6 se que es triste saber que fue FICO el que compró AFINIA pero es una realidad. Entiendo que eso te frustre pero te vas dando cuenta como son las cosas. Saludos.;;1;;Transparencia
Caribe;AFINIA;@Mazcar17 @petrogustavo @AfiniaGrupoEPM @Superservicios No es primera vez. E invito por favor a @AfiniaGrupoEPM a que corrija, porque se han reportado varios casos en ese sentido.;1;;;No asignado
Caribe;AFINIA;@Mariapaolaap @petrogustavo @AfiniaGrupoEPM @MinEnergia @RevistaSemana @BluRadioCo @NoticiasRCN @NoticiasCaracol @WRadioColombia @CaracolTV Fundaméntese jurídicamente con este pronunciamiento !! https://t.co/f52ffgmewt;;1;;No asignado
Caribe;AFINIA;@Mariapaolaap @petrogustavo @AfiniaGrupoEPM @MinEnergia @RevistaSemana @BluRadioCo @NoticiasRCN @NoticiasCaracol @WRadioColombia @CaracolTV Alcaldesa @Mariapaolaap tenga en cuenta la figura jurídica de la prescripción de la deuda, antes de firmar cualquier acuerdo de pago revisen la legislación referente a la Ley de servicios públicos, si no...;1;;;No asignado
Caribe;AFINIA;@Mariapaolaap @AfiniaGrupoEPM @petrogustavo @MinEnergia @RevistaSemana @BluRadioCo @NoticiasRCN @NoticiasCaracol @WRadioColombia @CaracolTV 4.Nuevamente les exigimos respeto y transparencia en la comunicación de la información.;1;;;Transparencia
Caribe;AFINIA;@Mariapaolaap @AfiniaGrupoEPM @petrogustavo @MinEnergia @RevistaSemana @BluRadioCo @NoticiasRCN @NoticiasCaracol @WRadioColombia @CaracolTV 3. Es importante aclarar que en ningún momento se asumió el compromiso de realizar una reunión el 1 de marzo, como se ha señalado. Lo que sí hicimos fue solicitarles un plazo máximo de 15 a 20 días para...;;1;;No asignado
Caribe;AFINIA;@Mariapaolaap @AfiniaGrupoEPM @petrogustavo @MinEnergia @RevistaSemana @BluRadioCo @NoticiasRCN @NoticiasCaracol @WRadioColombia @CaracolTV 2. El 28 de febrero, en la mesa de negociación, intentaron presionar al municipio a pagar, ese mismo día, el 3% de la deuda, a pesar de conocer las limitaciones financieras de un mcpio de 6ta categoría y la...;1;;;No asignado
Caribe;AFINIA;@Mariapaolaap @AfiniaGrupoEPM @petrogustavo @MinEnergia @RevistaSemana @BluRadioCo @NoticiasRCN @NoticiasCaracol @WRadioColombia @CaracolTV 1.El corte del fluido eléctrico se realizó desacatando un fallo de tutela en el que un juez ordena que una vez terminado el contrato entre las partes se debía dar un plazo de seis meses al municipio para...;1;;;Calidad del servicio
Caribe;AFINIA;"@MAndreaNieto @EDGARMANUELOBAN Duque tuvo una gran votación en Antioquia. ; y con Quintero negoció meterle el chicharrón de Afinia a EPM , en contraprestación de entregar recursos para el Metro de la 80 , ahí está el talante de ese señor .";1;;;No asignado
Caribe;AFINIA;@macdonal5 @petrogustavo @Superservicios @AfiniaGrupoEPM @gurozu @susanveinte Grave la situación con esta empresa más no hay súper servicio a favor de la empresa y no se los ciudadanos;1;;;Calidad del servicio
Caribe;AFINIA;@macdonal5 @petrogustavo @Superservicios @AfiniaGrupoEPM @gurozu @susanveinte @TopoYiy40819860 A removerlo del cargo;1;;;No asignado
Caribe;AFINIA;@macdonal5 @AfiniaGrupoEPM @Superservicios @petrogustavo @gurozu @Jokeraton Ya los miro;;1;;No asignado
Caribe;AFINIA;@macdonal5 @AfiniaGrupoEPM @Superservicios @petrogustavo @gurozu @Jokeraton Me mandan el radicado.;;1;;No asignado
Caribe;AFINIA;@macdonal5 @AfiniaGrupoEPM @Superservicios @petrogustavo @gurozu @Jokeraton Debemos crear un grupo que fortalezca, impulse y brinde un apoyo a este tipo de denuncias, que no son casos aislados https://t.co/nS4xEymSs6;;;1;No asignado
