Region;Filial;Mencion;Negativo;Neutral;Positivo;Territorio_comunicacion
Caribe;AFINIA;#Publicidad l Afinia continúa invirtiendo en la calidad del servicio en Lorica, San Antero, San Bernardo del Viento, Moñitos, Momil y Purísima * Con los trabajos de renovación y mantenimiento de la infraestructura eléctrica Afinia ofrece energía más segura, confiable y estable. * La filial del Grupo EPM contribuye al bienestar de los...;;;1;Calidad del servicio
Caribe;AFINIA;#Publicidad | Por deuda y reconexiones no autorizadas se suspendió el servicio a dos hoteles y un establecimiento de Planeta Rica Córdoba Afinia, filial del Grupo EPM, suspendió el suministro de energía a los hoteles Punta del Sol y Linda Palma, así como a Maderas de Cacerí SAS en Planeta Rica, debido a deudas acumuladas que superan los 310...;1;;;Calidad del servicio
Caribe;AFINIA;#ParesReporta  | Se decía que Afinia podría estar inmersa en un apagón, pero el gerente de EPM expresó que se realizan cálculos y análisis y hasta finales de febrero podrían tener recursos. https://t.co/pwpRaLJLSz;;1;;No asignado
Caribe;AFINIA;#PareOreja @ContraloriaMed sigue cumpliendo con su Plan de Vigilancia y Control Fiscal Territorial en el 2025. adelanta Auditoría Financiera de Gestión y Resultados sobre Caribemar @AfiniaGrupoEPM filial de @EPMestamosahi, vigencia fiscal 2024. Más info https://t.co/KvcYwCLkHs;;1;;No asignado
Caribe;AFINIA;#noticiasvital17años | Afinia, filial del Grupo EPM, realizará trabajos de mantenimiento y modernización en diferentes sectores, lo que requiere interrupciones temporales del suministro el 13 y 14 de febrero en distintos sectores de Cartagena de Indias y Bolívar. Jueves, 13 de febrero  Magangué (Circuito Olaya) | 7:00 a.m. - 3:00 p.m. ...;;1;;Calidad del servicio
Caribe;AFINIA;#noticiasvital17años | Afinia, filial del Grupo EPM, realizará mantenimiento preventivo en la subestación Chambacú el lunes festivo 24 de marzo, entre las 7:00 a.m. y las 6:00 p.m., como parte de los preparativos para Semana Santa. Durante este tiempo, varios barrios estarán sin servicio eléctrico. Barrios afectados: Circuito Chambacú 1:...;;1;;Calidad del servicio
Caribe;AFINIA;#noticiaselcarmendebolivar Corte de Energía Programado en Varios Municipios de Bolívar Afinia, filial del Grupo EPM, realizará trabajos de mantenimiento y robustecimiento de la infraestructura eléctrica en varios municipios de Bolívar del 7 al 10 de mayo. Estos trabajos forman parte del plan de inversión para mejorar la calidad y confiabilidad...;;1;;Calidad del servicio
Caribe;AFINIA;#noticiaselcarmendebolivar Afinia promueve el pago oportuno del servicio con jornada especial en El Carmen de Bolívar Cartagena de Indias, 14 de mayo de 2025 | Como parte de las estrategias para fortalecer el recaudo y fomentar la cultura de pago entre sus usuarios, Afinia, filial del Grupo EPM, realizará una jornada especial los días 15 y 16...;;;1;Calidad del servicio
Caribe;AFINIA;"#noticias14web | Sincelejo.

Afinia recuerda el sitio oficial y seguro para que sus clientes puedan resguardar su seguridad cibernética y emite recomendaciones al respecto:

*Tu seguridad nos importa*

*Los pagos de Afinia se deben realizar desde el sitio oficial: www.afinia.com.co, opción Paga en Línea*

Cartagena de Indias, enero 10 de 2025 | Para Afinia, filial del Grupo EPM, es fundamental velar por la seguridad cibernética de sus clientes, por ello, recuerda que, al momento de hacer el pago de la factura a través de canales digitales, el sitio oficial y seguro es www.afinia.com.co, en la opción Paga en Línea. 

Se recuerda verificar siempre el sitio y evitar motores de búsqueda ya que pueden representar un riesgo o dirigir a sitios maliciosos. 

La compañía invita a usar la línea de atención Afinia 115, para reportar cualquier situación sospechosa que se detecte en la plataforma. En la actualidad cerca de 300 mil clientes realizan pagos seguros a través de plataformas digitales.

Más recomendaciones de seguridad 
•     Realizar transacciones a través de sitios web oficiales.
•     Verificar que la conexión sea segura antes de ingresar información sensible.
•     Utilizar contraseñas seguras, incluidas las claves de entidades bancarias y métodos de pago.
•     Proteger la información personal, nunca entregar datos a terceros. 

El equipo de expertos en tecnología de Afinia trabaja día a día para ofrecer seguridad y tranquilidad a todos sus clientes.

*En el kit de prensa encontrarás:* 
• Boletín informativo.
• Foto.
• Video Full de Nelson Guerra, Responsable de Recaudo en Afinia.
• Off audio de Nelson Guerra, Responsable de Recaudo en Afinia.

*Enlace de descarga:*
https://drive.google.com/drive/folders/1EukRME4Jzs-mmCaRWlofChgN5i9VR2Mc?usp=sharing 

Sigamos trabajando para llevar acciones y buenas noticias a nuestros grupos de interés. 

@afiniagrupoepm @afiniaepm";;;1;Calidad del servicio
Caribe;AFINIA;"#noticias14web | Sincelejo 

Se ejecutan obras para el inicio del plan piloto de Energía a tu Medida en Uribe-Uribe

Con este piloto se beneficiarán 730 usuarios de la zona sur de Sincelejo.
Desde los sectores que se acogerán a esta nueva medida son Brisas del Sur, Los Campanos y 20 de Julio.
Una solución para que los usuarios tengan un servicio de autocontrol en el consumo y ahorro.

Sincelejo, enero 17 de 2025 | Afinia, filial del Grupo EPM, con su propósito de beneficiar a los clientes y aportar al desarrollo de las comunidades, realiza la construcción de redes eléctricas en media y baja tensión y normalización del servicio de energía que beneficiará a 730 usuarios en la zona sur de Sincelejo.

Esto hace parte del piloto del sistema prepago Energía a tu Medida, que incluye la instalación de 22 transformadores en los sectores Brisas del Sur, Los Campanos y 20 de Julio en el barrio Uribe - Uribe, con una inversión de más de mil millones de pesos. Los usuarios de estos sectores podrán contar con redes de energía seguras y con un sistema de medición diseñado a la medida de sus condiciones económicas, que les permitirá conectarse de forma legal y cuidar su bolsillo.

Este tipo de obras generan un impacto positivo en la calidad y confiabilidad en la prestación del servicio en la comunidad donde se registra uso ilegal con conexiones poco seguras a la red de distribución de Afinia.

En la compañía seguimos trabajando de la mano con la comunidad para obtener un beneficio mutuo y así seguir llevando inversiones y progresos a la zonas urbanas y rurales del departamento.

@afiniagrupoepm @afiniaepm";;;1;Calidad del servicio
Caribe;AFINIA;"#noticias14web | Sincelejo 

*Plan de Contingencia de Afinia aseguró un servicio estable durante las festividades de fin de año*

Cartagena, enero 2 de 2025 | Por el compromiso y trabajo de técnicos e ingenieros de Afinia, filial del Grupo EPM, las celebraciones del 24, 25, 31 de diciembre y 1 de enero transcurrieron sin contratiempos en la prestación del servicio de energía en los 134 municipios de nuestra área de cobertura.

El plan de contingencia implementado por Afinia con más de 900 personas, entre técnicos e ingenieros, para estar disponibles y atentos a responder de manera oportuna ante cualquier incidencia. Además, se desplegaron brigadas de atención de daños en puntos estratégicos con alta afluencia de personas, logrando una respuesta eficiente.

Durante estas festividades, las averías fueron menores y se atendieron en menos de diez horas, lo que evidenció la efectividad de nuestra estrategia operativa y el compromiso de Afinia con la calidad del servicio.

Reiteramos el agradecimiento a la comunidad por su confianza y apoyo, así como a nuestro equipo por su dedicación para que las familias de la región Caribe disfrutaran de unas festividades tranquilas y sin interrupciones en el suministro eléctrico.

@afiniagrupoepm @afiniaepm";;;1;Calidad del servicio
Caribe;AFINIA;"#noticias14web | Sincelejo 

*Ministerio de Minas y Energía facilita espacio de fortalecimiento interinstitucional para mejorar la prestación del servicio en la Costa Caribe*

·         Las empresas Afinia Filial Grupo EPM y Air-e acogen y valoran la iniciativa.

 ·         Se identificó la necesidad de integrar otros actores claves como la CREG y la SSPD entre otros.

Cartagena de Indias, enero 24 de 2025 | Con el acompañamiento del Ministerio de Minas y Energía, las empresas Air-e y Afinia, filial del Grupo EPM compartieron sus experiencias en la gestión de recaudo y la reducción de pérdidas, lo que dio lugar a la programación de futuras reuniones para profundizar en las iniciativas con resultados positivos en sus mercados de comercialización.

En este primer espacio, se identificaron aspectos claves, destacándose la necesidad de integrar a otros actores como la CREG, la SSPD, los gobiernos locales, vocales de control y líderes comunitarios, entre otros.
Además, se subrayó la importancia de fortalecer la institucionalidad para mejorar

@afiniagrupoepm @afiniaepm";;;1;Calidad del servicio
Caribe;AFINIA;"#noticias14web | Sincelejo 

*Afinia y Air-e socializan iniciativas para combatir el fraude y fortalecer el recaudo en sus zonas de cobertura*

• La finalidad es conectar por un futuro sostenible que beneficie a todos los habitantes de la región.  

• Durante la reunión se analizaron aspectos como el control de pérdidas de energía.  

*Cartagena de Indias, enero 23 de 2025*| Con el objetivo de garantizar la sostenibilidad del servicio de energía en la región Caribe, Afinia y Air-e sostuvieron un encuentro para establecer una estrategia de colaboración enfocada en el control de fraudes y la recuperación del recaudo, asuntos que influyen en la coyuntura del sector energético.  

Durante una reciente mesa de trabajo, se analizaron aspectos como impulsar tarifas más asequibles para los usuarios, prioridades que han sido defendidas por el sector desde hace más de un año, a través de siete iniciativas presentadas por Afinia filial del Grupo EPM ante el Gobierno Nacional.  

*Compromiso conjunto con el Caribe*

Si bien Afinia y Air-e operan 

@afiniagrupoepm @afiniaepm";;;1;Calidad del servicio
Caribe;AFINIA;#Noticias #Zoom La filial del Grupo EPM tiene proyectado sembrar este año 12.000 mil árboles en el territorio donde opera. Recientemente, en el municipio Montelíbano, Afinia realizó la siembra de 7.512 árboles frutales. La Policía de Carabineros, Personería de Montería y El Ejército participaron en esta siembra, que contó con el apoyo de la...;;;1;No asignado
Caribe;AFINIA;#Noticias #Zoom Afinia, filial del Grupo EPM, avanza en las reuniones con líderes comunitarios y autoridades locales para socializar la implementación de los Períodos de Continuidad Concertada (PCC), medida contemplada y autorizada por la normativa que regula la prestación del servicio público de energía, así como por convenios con los...;;1;;Calidad del servicio
Caribe;AFINIA;#Noticias #Zoom Afinia optimiza el proceso de facturación para que con tu pago asegures la continuidad del servicio. Afinia, filial del Grupo EPM, implementó ajustes en las fechas de entrega de las facturas que emite en todos los departamentos donde opera, buscando la calidad de la facturación y el beneficio de 1 millón 807 mil usuarios. La...;;;1;Calidad del servicio
Caribe;AFINIA;#Noticias #Zoom Afinia instala en la invasión Los Cristales de Montería el servicio Energía a la Medida Con energía segura, legal y de calidad, Afinia filial del Grupo EPM, contribuye al bienestar de los habitantes de la invasión Los Cristales de Montería, donde la compañía avanza con el proyecto de construcción de la infraestructura eléctrica...;;;1;Calidad del servicio
Caribe;AFINIA;"#Noticias #ElCarmen || Vehículo tipo Volqueta, se llevó unas  líneas y dejo varias viviendas del Barrio CantaGallo sin Luz.

Piden que porfavor Afinia Grupo EPM  les ayude a restablecer el servicio.";1;;;Calidad del servicio
Caribe;AFINIA;#Nacional I La región Caribe enfrenta una crisis energética sin precedentes que pone en riesgo la estabilidad del servicio eléctrico y podría derivar en nuevos aumentos tarifarios. Así lo advirtió el alcalde de Cartagena, Dumek Turbay, tras una reunión con directivos de Empresas Públicas de Medellín (EPM) y Afinia, donde se discutió la delicada...;1;;;Calidad del servicio
Caribe;AFINIA;#Nacional | La Junta Directiva de Afinia nombró a Ricardo José Arango Restrepo como nuevo gerente general de Afinia Nuevo gerente general de Afinia - GS NOTICIAS.COM La Junta Directiva de Afinia nombró al economista Ricardo José Arango Restrepo como nuevo gerente general, de esta filial del Grupo EPM en la Región Caribe e iniciará su gestión a...;;1;;Innovación y Liderazgo
Caribe;AFINIA;"#Nacional | Empresas Públicas de Medellín (EPM) ha emitido una alerta seria sobre el riesgo de apagones en varias regiones del país, particularmente en la zona Caribe. En una carta dirigida al ministro de Minas y Energía, Andrés Camacho, el gerente de EPM, John Maya Salazar, expresó su preocupación por la crisis energética que enfrenta Colombia, destacando que el retraso del Gobierno en el pago de subsidios para los estratos 1, 2 y 3 ha exacerbado la situación.

La deuda acumulada por el Gobierno nacional asciende a $659 mil millones de pesos, lo que ha afectado gravemente la estabilidad financiera de Afinia, la empresa encargada de proporcionar el servicio eléctrico en esa región. La misiva señala que si el Gobierno no cumple con sus compromisos y no detiene las intervenciones en el mercado energético, la interrupción del servicio se volverá inevitable.

EPM ha solicitado al ministro Camacho que tome medidas urgentes para abordar esta crisis y propiciar una solución integral. Esta situación se agrava en un contexto donde el presidente Gustavo Petro ha criticado a las empresas generadoras de energía, acusándolas de aplicar tarifas ilegales y de estafar a los usuarios.

La advertencia de EPM resuena como un llamado a la acción urgente para evitar que la crisis energética se convierta en un problema mayor para la población Colombiana.

#Nacional #EPM #Apagones #Deuda";1;;;Calidad del servicio
Caribe;AFINIA;"#Nacional | Cuestionando el mercado energético del país, el presiente Gustavo Petro, dijo que al no acogerse a la nueva fórmula tarifaria, lo que hoy facturan y cobran por el servicio eléctrico es ilegal

Leer más aquí :arrow_right: https://gsnoticias.com/tarifas-de-energia-que-cobran-en-colombia-son-ilegales-petro/  Gustavo Petro Afinia Grupo EPM";1;;;Calidad del servicio
Caribe;AFINIA;#Nacional | | La primera etapa del proceso, correspondiente a la lectura de los medidores, no sufrirá modificaciones Afinia Grupo EPM https://www.facebook.com/473655221437965/videos/1232347375123658;;1;;No asignado
Caribe;AFINIA;"#Mipaís| La gerencia general de Afinia, filial del Grupo EPM, sufre un cambio: John Jairo Granada Giraldo renuncia al cargo, que ocupará hasta el 15 de febrero.

Conoce los detalles:point_down:
https://www.radionacional.co/noticias-colombia/renuncia-el-gerente-general-de-afinia";;1;;No asignado
Caribe;AFINIA;"#Mipaís| La gerencia general de Afinia, filial del Grupo EPM, sufre un cambio: John Jairo Granada Giraldo renuncia al cargo, que ocupará hasta el 15 de febrero.

Conoce los detalles:point_down:";;1;;No asignado
Caribe;AFINIA;#LOCALES Comprometidos con garantizar la sostenibilidad del servicio de energía en el Caribe y brindar calidad de vida a los 6.5 millones de habitantes en la región, Afinia Filial Grupo EPM Afinia invita a entidades oficiales al pago oportuno del servicio Comprometidos con garantizar la sostenibilidad del servicio de energía en el Caribe y...;;;1;Calidad del servicio
Caribe;AFINIA;"#LOCAL | Para garantizar la correcta medición del servicio, Afinia, filial del Grupo EPM, implementa el Plan Nocturno en la ciudad de Sincelejo. 
•
Brigadas de Control Pérdida de Energía realizan la revisión de clientes comerciales previamente caracterizados, buscando irregularidades en la infraestructura eléctrica, en la red, acometida y el equipo de medidas.
•
En la ciudad capital, Afinia cuenta con 5764 clientes comerciales que facturan 4 489 330 kWh, lo que representa un consumo de 22.5 % del total de los clientes regulados del municipio. 
•
La empresa ha identificado 41 clientes con irregularidades entre tiendas, hoteles, ferreterías, gimnasios, peluquerías y litografías, actualmente todos se encuentran normalizados.
•
Si se encuentran irregularidades, se corrigen y normalizan el fluido eléctrico. Durante las últimas semanas han hecho inspecciones en las avenidas Las Peñitas, San Carlos y la más reciente, Argelia.
•
Con el Plan conectados a lo legal, la compañía seguirá recorriendo la infraestructura eléctrica, e invita a la comunidad si tiene alguna información, apoye reportando a través de los canales de atención: las líneas 115, 605 – 650 21 20 y 01 8000 919191, visitar la oficina virtual www.afinia.com.co o utilizar la aplicación Afiniapp.
•
#InfórmateBien #InfórmateSincelejo #Afinia #EnergíaEléctrica #Sincelejo #FluidoEléctrico #sincelejo";;;1;Calidad del servicio
Caribe;AFINIA;#LOCAL | El equipo técnico de Afinia, filial del Grupo EPM, adelantará trabajos de robustecimiento de la infraestructura eléctrica en distintos municipios de Sucre entre el 24 febrero y 2 de marzo, acciones que forman parte del plan de inversión para un servicio de energía más confiable y de mejor calidad. Photos from InfórmaTe Sincelejo's post...;;;1;Calidad del servicio
Caribe;AFINIA;#LOCAL | Afinia, filial del Grupo EPM, implementó ajustes en las fechas de entrega de las facturas que emite en todos los departamentos donde opera, buscando la calidad de la facturación y el beneficio de 1 millón 807 mil usuarios. La mejora corresponde a la ampliación de los tiempos para revisión y análisis de las facturas, lo que permitirá...;;;1;Calidad del servicio
Caribe;AFINIA;"#LNC Afinia Grupo EPM 

Afinia adelanta mejoras para fortalecer la calidad y continuidad del servicio  

 Afinia, filial del Grupo EPM, tiene como objetivo llevar energía de calidad a los habitantes en el departamento del Bolívar, para lo cual realizará jornadas de mantenimiento y renovación de redes.

Con este propósito, técnicos e ingenieros de la empresa desarrollarán labores desde el lunes 20 al 22 de enero en los siguientes circuitos:

Lunes 20 de enero  
San Zenón  
Circuito Santa Ana de 7:30 a. m. de 3:30 p. m. Para adelantar cambio de la infraestructura se interrumpirá el servicio en las poblaciones de San Zenón (Magdalena), Peñoncito, Puerto Arturo, Pijiño, Cabrera, Pita y sectores aledaños a la vía. Finca: San José, Casa Blanca, El Alago, San Francisco, Santa Inés, El Rayo, Las María, Porto Madero, El Comando, Coveñas, El Paraíso y sectores aledaños.
         
Turbaco  
Circuito Ternera 2 de 6:50 a. m. a 5:00 p. m. Proseguiremos con el reemplazo de red de media y baja tensión en los barrios: La Canalita, Urbanización Terrazas de Cucumán, Urbanización La Montaña.
         
Martes 21 de enero
Cartagena  
Circuito Chambacú 6 de 10:10 a. m. a 5:00 p. m. avanzaremos con la instalación de nuevos elementos de la red de media tensión subterráneo en sectores como Museo Naval, Enoteca y calle San Juan de Dios.
 
Villanueva  
Circuito Bayunca 1 de 7:40 a. m. a 5:00 p. m. se interrumpirá el servicio para continuar con el cabio de redes en la calle 12 con carrera 7, barrio Las Lomas.

Miércoles, 22 de enero
Turbaco  
Circuito Ternera 2 de 7:10 a. m.  a 5:00 p. m. Se efectuará el cambio de redes y el aplome de postes de baja tensión, en el barrio Las Margaritas, sector 1 manzana 88 - lote 18 frente al colegio Nueva Esperanza.

Arjona
Circuito Gambote 1 de 8:55 a. m. a 6:00 p. m. adelantaremos la instalación de postes y poda en lo sectores: Universidad Iafic, los Monte de Rafa, Coliseo Ferial Arjona y sectores aledaños, Asociación de Maestros Jubilados, El Hatillo y sectores aledaños.";;;1;Calidad del servicio
Caribe;AFINIA;"#JUDICIAL Contraloría investiga posible favorecimiento en contrato de Afinia con empresa del ‘Turco’ Hilsaca En diciembre de 2022, Afinia, filial de Empresas Públicas de Medellín (EPM) en la Costa Caribe, firmó un contrato por $32.317 millones con una empresa relacionada con Alfonso del Cristo ""Turco"" Hilsaca, a pesar de que la misma compañía...";1;;;No asignado
Caribe;AFINIA;#IMPORTANTE Afinia, filial del Grupo EPM, implementó ajustes en las fechas de entrega de las facturas que emite en todos los departamentos donde opera, buscando la calidad de la facturación y el beneficio de 1 millón 807 mil usuarios. La mejora corresponde a la ampliación de los tiempos para revisión y análisis de las facturas, lo que permitirá...;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad | Hoy te contamos cómo detectamos y corregimos el hurto de energía, una práctica que afecta la calidad del servicio e impacta el bolsillo de todos.  Si conoces algún caso, ¡denúncialo de manera anónima!  Línea 115 |  Afiniapp |  DM Redes sociales #ConectadosALoLegal Afinia Grupo EPM https://www.facebook.com/...;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad | ⚡️Con el sistema de Energía a la Medida ahorras más y tienes un control de tu consumo. Sin facturas, ni deudas. Conéctate con tus objetivos y recarga tu energía sin preocupaciones. Más información: Línea 115, opción 4, opción 2. #EnergíaALaMedida #EnergíaPrepagada #afiniagrupoepm Afinia Grupo EPM https://www.facebook.com/...;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad |  Hoy te compartimos tres datos que pueden ser de tu interés. ⚡️ Para más información y para estar al día con nuestras novedades, síguenos y mantente atento a nuestras redes sociales.  Déjanos tus dudas en los comentarios, estaremos felices de responderte. Afinia Grupo EPM https://www.facebook.com/473655221437965/videos/...;;1;;Transparencia
Caribe;AFINIA;#GsPublicidad |  La energía es seguridad. Cuando falta, la tranquilidad de los hogares se ve afectada. Por eso seguimos renovando y mejorando la infraestructura eléctrica, para que miles de familias en el Caribe cuenten con un servicio estable y confiable. ⚡ #LaVidaEsEnergía #AfiniaGrupoEPM Afinia Grupo EPM https://www.facebook.com/photo...;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad |  Hay muchas cosas que no podemos controlar, pero el consumo de energía sí está en tus manos. Cuando haces un uso eficiente de la energía, puedes reducir el valor de tu factura. Toma el control hoy mismo y cuida tu bolsillo. ✅ Afinia Grupo EPM https://www.facebook.com/473655221437965/videos/470813216059414;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad | Estar al día con tu factura de energía es sinónimo de tranquilidad.  Paga fácil y seguro a través de PSE, Nequi, Daviplata o en entidades bancarias aliadas. ¡Así disfrutas sin preocupaciones! ⚡ Ingresa ya a nuestra página web, sección Oficina Virtual y paga tu factura. ➡️ Afinia Grupo EPM https://www.facebook.com/photo.php?...;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad | ⚡️Tu reporte es clave para que nuestro equipo pueda atender los incidentes relacionados con tu servicio de energía. Nuestra Línea 115 y nuestra aplicación Afiniapp funcionan 24/7 y son el canal directo para la atención de reportes. Afinia Grupo EPM https://www.facebook.com/photo.php?fbid=1200854622051351&set=a.438511134952374...;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad | ⚡️¡Ojo! Que no se te pase el día sin pagar tu servicio de energía. Paga fácil y seguro a través de PSE, Nequi, Daviplata o en entidades bancarias aliadas. ¡Así disfrutas sin preocupaciones! ⚡ Ingresa ya a nuestra página web, sección Oficina Virtual y paga tu factura. ➡️ Afinia Grupo EPM https://www.facebook.com/...;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad | ⚡ Paga tu factura de energía a tiempo y asegura un servicio continuo y de calidad. Hazlo fácil, rápido y seguro por PSE, Nequi, Daviplata o entidades bancarias aliadas. ¡No esperes más y ponte al día hoy mismo! ➡ Afinia Grupo EPM https://www.facebook.com/photo.php?fbid=1203317888471691&set=a.438511134952374&type=3;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad | ⚡ Paga tu factura de energía a tiempo y asegura un servicio continuo y de calidad. Hazlo fácil, rápido y seguro por PSE, Nequi, Daviplata o entidades bancarias aliadas. ¡No esperes más y ponte al día hoy mismo! ➡ Afinia Grupo EPM https://www.facebook.com/photo.php?fbid=1196646452472168&set=a.438511134952374&type=3;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad | ☀️ ¿Quieres reducir tu consumo de energía? ¡Aprovecha la luz natural! Usarla durante el día te ayuda a ahorrar y a cuidar tu economía. Con pequeños cambios hacemos una gran diferencia.  #AhorraEnergía Afinia Grupo EPM https://www.facebook.com/photo.php?fbid=1206573921479421&set=a.438511134952374&type=3;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad | ¿Todavía no sabes cómo pagar tu factura de energía por Nequi?  Aquí te enseñamos ⬇️ Es rápido, fácil y sin filas. Solo entra a Servicios > Servicios Públicos > selecciona Afinia, pon tu NIC y ¡listo! ✅ Pruébalo hoy mismo. #nequi #pagoafinia #factura Afinia Grupo EPM https://www.facebook.com/473655221437965/videos/...;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad | ¿Te preocupa que tu deuda con el servicio de energía siga creciendo?  Tenemos opciones para ayudarte a ponerte al día. Acércate a una de nuestras oficinas o ingresa a www.afinia.com.co y realiza tu acuerdo de pago de forma fácil y segura con Alix . No esperes más ¡Evita que tu deuda siga aumentando! Afinia Grupo EPM https:/...;;;1;Calidad del servicio
Caribe;AFINIA;#GsPublicidad | ¡Pilas! ⚠️ Así no recibas tu factura en físico, no esperes más y paga fácil con tu NIC a través de Nequi y PSE. Recuerda que ahora tu factura llegará en una nueva fecha, pero tu ciclo de lectura y la fecha límite de pago siguen igual. Evita contratiempos, planifica tu pago y sigue disfrutando del servicio. ✅ Afinia Grupo EPM...;;;1;Calidad del servicio
Caribe;AFINIA;#EstaOcurriendo | El Grupo EPM enfrenta una crisis financiera por retrasos en los giros de subsidios de energía del Gobierno Nacional, acumulando una deuda de $1,2 billones. Afinia, su filial en Cesar y Magdalena, está en riesgo con un déficit similar, lo que podría afectar el servicio en los próximos meses. El alcalde de Medellín, Federico Gutiérrez, advierte que la deuda total con EPM asciende a $4,4 billones, mientras que el presidente Petro señala que la Nación no es titular de esa obligación. La incertidumbre podría traducirse en alzas en las tarifas para los estratos 1, 2 y 3.;1;;;Calidad del servicio
Caribe;AFINIA;#Entérate:cyclone: Iniciamos mesas de trabajo con Afinia Grupo EPM para compartir conocimiento, experiencias y construir conjuntamente soluciones a las necesidades estructurales del mercado eléctrico de la región Caribe. En esta primera jornada, analizamos los resultados y gestiones encaminadas a la reducción de las pérdidas de energía y la mejora del recaudo.:white_check_mark:;;;1;Calidad del servicio
Caribe;AFINIA;#Energía | El Grupo EPM advirtió que la interrupción del servicio energético es inminente para los prestadores debido a la difícil situación financiera del sector. EPM advierte sobre posible crisis energética si el Gobierno no paga deuda a Afinia | 360 Radio El retraso en el pago de $659.000 millones a grupo epm, Afinia, pone en riesgo la...;1;;;Calidad del servicio
Caribe;AFINIA;#Energía | El Grupo EPM advirtió que la interrupción del servicio energético es inminente para los prestadores debido a la difícil situación financiera del sector. @AfiniaGrupoEPM https://t.co/G2wcVtX4ji;1;;;Calidad del servicio
Caribe;AFINIA;#Empresas | Junta Directiva de Afinia confirmó el nombramiento de Ricardo José Arango Restrepo como nuevo gerente general, de esta filial del Grupo EPM. https://t.co/pspmCpRTsL;;;1;Innovación y Liderazgo
Caribe;AFINIA;"#Empresas | Grupo EPM está implementando un plan ""agresivo"" para enfrentar las pérdidas económicas de Afinia debido a los altos montos de deuda por subsidios impagos por el Gobierno. https://t.co/yI8uHbSnsk";;;1;No asignado
Caribe;AFINIA;"#Empresas | Grupo EPM está implementando un plan ""agresivo"" para enfrentar las pérdidas económicas de Afinia debido a los altos montos de deuda por subsidios impagos por el Gobierno. EPM evalúa opciones para mantener su presencia en la región Caribe, pese a pérdidas | 360 Radio Grupo EPM está implementando un plan ""agresivo"" para enfrentar las...";1;;;No asignado
Caribe;AFINIA;"#Empresas | Grupo EPM está implementando un plan ""agresivo"" para enfrentar las pérdidas económicas de Afinia debido a los altos montos de deuda por subsidios impagos por el Gobierno. @EPMestamosahi https://t.co/yI8uHbSnsk";1;;;No asignado
Caribe;AFINIA;"#Empresas | Afinia, filial del Grupo EPM, confirmó la renuncia de Jhon Jairo Granada como gerente general

https://www.valoraanalitik.com/afinia-confirmo-renuncia-jhon-jairo-granada/";;1;;No asignado
Caribe;AFINIA;"#Empresas :bulb:La empresa Afinia, filial del Grupo EPM, aseguró el servicio estable durante las festividades del 24, 25, 31 de diciembre y 1 de enero. De acuerdo con un reporte oficial emitido por la generadora de energía, las celebraciones “transcurrieron sin contratiempos en la prestación del servicio de energía en los 134 municipios de nuestra área de cobertura”.

“Durante estas festividades, las averías fueron menores y se atendieron en menos de diez horas, lo que evidenció la efectividad de nuestra estrategia operativa y el compromiso de Afinia con la calidad del servicio”, explicaron.

Según Afinia, se creó un plan de contingencia con más de 900 personas, entre técnicos e ingenieros que estuvieran disponibles para responder ante cualquier incidente. Además, se desplegaron brigadas de atención de daños en puntos estratégicos con alta afluencia de personas, logrando una respuesta eficiente.

#valledupar #elpilonnoticias #afinia";;;1;Calidad del servicio
Caribe;AFINIA;"#elgencaribe2025 |El presidente de la República, en sus redes sociales, se despachó en contra del alcalde de Medellín, luego de que revelara que el Ejecutivo tendría pendientes por pagar más de 4,4 billones de pesos, lo que pondría en riesgo el suministro energético en el país

A su vez, “Fico” indicó que la deuda por subsidios de tarifas de energía eléctrica para los estratos 1, 2 y 3, acumulada desde el 2023, alcanza los 2,1 billones de pesos. Este monto afecta directamente a varias empresas del grupo EPM, entre ellas EPM, Chec, Cens, EQ, ESA y Afinia, que operan en diferentes regiones del país.";1;;;Calidad del servicio
